#gene_id	transcript_id	gene	oId	cmp_ref	cmp_ref_gene	DAVID_Gene	gene_id	gene	locus	sample_1	sample_2	status	value_1	value_2	log2(fold_change)	test_stat	p_value	q_value	significant
XLOC_000217	TCONS_00004478	-	CUFF.225.1	rna-XM_011420678.4	LOC105322139	LOC105322139	XLOC_000217	-	NC_088853.1:12469041-12494670	E_51	C_51	OK	359.379	666.797	0.891742	3.45381	5e-05	0.003229	yes
XLOC_000217	TCONS_00005490	-	CUFF.202.1	rna-XM_066085144.1	LOC136275572	LOC136275572	XLOC_000217	-	NC_088853.1:12469041-12494670	E_51	C_51	OK	359.379	666.797	0.891742	3.45381	5e-05	0.003229	yes
XLOC_000217	TCONS_00005918	-	CUFF.180.1	rna-XM_011420678.4	LOC105322139	LOC105322139	XLOC_000217	-	NC_088853.1:12469041-12494670	E_51	C_51	OK	359.379	666.797	0.891742	3.45381	5e-05	0.003229	yes
XLOC_000240	TCONS_00002919	-	CUFF.195.1	rna-XM_066083505.1	LOC105348325	LOC105348325	XLOC_000240	-	NC_088853.1:13490034-13490301	E_51	C_51	OK	80.7716	235.53	1.54399	2.28848	0.0012	0.0401564	yes
XLOC_000246	TCONS_00000111	-	CUFF.286.1	rna-XM_011439262.4	LOC105335414	LOC105335414	XLOC_000246	-	NC_088853.1:13658460-13661767	E_51	C_51	OK	2157.32	1400.95	-0.622836	-2.34969	5e-05	0.003229	yes
XLOC_000246	TCONS_00001175	-	CUFF.207.1	rna-XM_011439262.4	LOC105335414	LOC105335414	XLOC_000246	-	NC_088853.1:13658460-13661767	E_51	C_51	OK	2157.32	1400.95	-0.622836	-2.34969	5e-05	0.003229	yes
XLOC_000246	TCONS_00001809	-	CUFF.187.1	rna-XM_011439262.4	LOC105335414	LOC105335414	XLOC_000246	-	NC_088853.1:13658460-13661767	E_51	C_51	OK	2157.32	1400.95	-0.622836	-2.34969	5e-05	0.003229	yes
XLOC_000246	TCONS_00002447	-	CUFF.250.1	rna-XM_011439262.4	LOC105335414	LOC105335414	XLOC_000246	-	NC_088853.1:13658460-13661767	E_51	C_51	OK	2157.32	1400.95	-0.622836	-2.34969	5e-05	0.003229	yes
XLOC_000246	TCONS_00004201	-	CUFF.201.1	rna-XM_011439262.4	LOC105335414	LOC105335414	XLOC_000246	-	NC_088853.1:13658460-13661767	E_51	C_51	OK	2157.32	1400.95	-0.622836	-2.34969	5e-05	0.003229	yes
XLOC_000255	TCONS_00000115	-	CUFF.253.1	rna-XM_034465695.2	LOC105324620	LOC105324620	XLOC_000255	-	NC_088853.1:14101596-14101960	E_51	C_51	OK	159.053	278.963	0.810568	2.04663	0.0005	0.0210632	yes
XLOC_000263	TCONS_00004482	-	CUFF.289.1	rna-XM_066083687.1	LOC117687631	LOC117687631	XLOC_000263	-	NC_088853.1:14284229-14284523	E_51	C_51	OK	0	8.427	inf	-nan	0.0016	0.0493798	yes
XLOC_000290	TCONS_00002458	-	CUFF.240.1	rna-XM_034464519.2	LOC105324591	LOC105324591	XLOC_000290	-	NC_088853.1:14896716-14897021	E_51	C_51	OK	41.483	0	-inf	-nan	5e-05	0.003229	yes
XLOC_000290	TCONS_00005925	-	CUFF.280.1	rna-XM_034464519.2	LOC105324591	LOC105324591	XLOC_000290	-	NC_088853.1:14896716-14897021	E_51	C_51	OK	41.483	0	-inf	-nan	5e-05	0.003229	yes
XLOC_000382	TCONS_00002942	-	CUFF.421.1	-	-	-	XLOC_000382	-	NC_088853.1:18683719-18683997	E_51	C_51	OK	0	68.2446	inf	-nan	5e-05	0.003229	yes
XLOC_000395	TCONS_00000182	-	CUFF.333.2	rna-XM_066087850.1	LOC105324387	LOC105324387	XLOC_000395	-	NC_088853.1:20050662-20059920	E_51	C_51	OK	166.109	114.821	-0.532741	-1.86423	0.0007	0.0271326	yes
XLOC_000395	TCONS_00000183	-	CUFF.424.1	rna-XM_066087850.1	LOC105324387	LOC105324387	XLOC_000395	-	NC_088853.1:20050662-20059920	E_51	C_51	OK	166.109	114.821	-0.532741	-1.86423	0.0007	0.0271326	yes
XLOC_000395	TCONS_00000184	-	CUFF.333.1	rna-XM_066087850.1	LOC105324387	LOC105324387	XLOC_000395	-	NC_088853.1:20050662-20059920	E_51	C_51	OK	166.109	114.821	-0.532741	-1.86423	0.0007	0.0271326	yes
XLOC_000395	TCONS_00001844	-	CUFF.428.1	rna-XM_066087850.1	LOC105324387	LOC105324387	XLOC_000395	-	NC_088853.1:20050662-20059920	E_51	C_51	OK	166.109	114.821	-0.532741	-1.86423	0.0007	0.0271326	yes
XLOC_000395	TCONS_00002944	-	CUFF.428.1	rna-XM_066087850.1	LOC105324387	LOC105324387	XLOC_000395	-	NC_088853.1:20050662-20059920	E_51	C_51	OK	166.109	114.821	-0.532741	-1.86423	0.0007	0.0271326	yes
XLOC_000395	TCONS_00003595	-	CUFF.451.1	rna-XM_066087850.1	LOC105324387	LOC105324387	XLOC_000395	-	NC_088853.1:20050662-20059920	E_51	C_51	OK	166.109	114.821	-0.532741	-1.86423	0.0007	0.0271326	yes
XLOC_000395	TCONS_00004506	-	CUFF.412.1	rna-XM_066087850.1	LOC105324387	LOC105324387	XLOC_000395	-	NC_088853.1:20050662-20059920	E_51	C_51	OK	166.109	114.821	-0.532741	-1.86423	0.0007	0.0271326	yes
XLOC_000395	TCONS_00005945	-	CUFF.388.2	rna-XM_066087850.1	LOC105324387	LOC105324387	XLOC_000395	-	NC_088853.1:20050662-20059920	E_51	C_51	OK	166.109	114.821	-0.532741	-1.86423	0.0007	0.0271326	yes
XLOC_000403	TCONS_00000190	-	CUFF.421.1	rna-XM_011428894.4	LOC105328126	LOC105328126	XLOC_000403	-	NC_088853.1:20124129-20124515	E_51	C_51	OK	379.088	184.764	-1.03685	-2.90581	5e-05	0.003229	yes
XLOC_000456	TCONS_00000225	-	CUFF.472.1	rna-XM_066088432.1	LOC105333533	LOC105333533	XLOC_000456	-	NC_088853.1:21220950-21221680	E_51	C_51	OK	152.388	51.6357	-1.56131	-2.84627	5e-05	0.003229	yes
XLOC_000456	TCONS_00001857	-	CUFF.408.1	rna-XM_066088432.1	LOC105333533	LOC105333533	XLOC_000456	-	NC_088853.1:21220950-21221680	E_51	C_51	OK	152.388	51.6357	-1.56131	-2.84627	5e-05	0.003229	yes
XLOC_000482	TCONS_00005534	-	CUFF.556.1	-	-	-	XLOC_000482	-	NC_088853.1:24527735-24528044	E_51	C_51	OK	0	16.3727	inf	-nan	0.00035	0.0161654	yes
XLOC_000494	TCONS_00001248	-	CUFF.446.1	rna-XM_066085726.1	LOC105320824	LOC105320824	XLOC_000494	-	NC_088853.1:25986508-25986620	E_51	C_51	OK	739.185	0	-inf	-nan	5e-05	0.003229	yes
XLOC_000496	TCONS_00000243	-	CUFF.410.2	rna-XM_066089310.1	LOC105327823	LOC105327823	XLOC_000496	-	NC_088853.1:26096542-26182639	E_51	C_51	OK	3007.02	5396.48	0.843683	3.2452	5e-05	0.003229	yes
XLOC_000496	TCONS_00000244	-	CUFF.464.2	rna-XM_066089310.1	LOC105327823	LOC105327823	XLOC_000496	-	NC_088853.1:26096542-26182639	E_51	C_51	OK	3007.02	5396.48	0.843683	3.2452	5e-05	0.003229	yes
XLOC_000496	TCONS_00000245	-	CUFF.539.2	rna-XR_010711757.1	LOC105329224	LOC105329224	XLOC_000496	-	NC_088853.1:26096542-26182639	E_51	C_51	OK	3007.02	5396.48	0.843683	3.2452	5e-05	0.003229	yes
XLOC_000496	TCONS_00001250	-	CUFF.530.1	rna-XM_066089310.1	LOC105327823	LOC105327823	XLOC_000496	-	NC_088853.1:26096542-26182639	E_51	C_51	OK	3007.02	5396.48	0.843683	3.2452	5e-05	0.003229	yes
XLOC_000496	TCONS_00001252	-	CUFF.597.1	rna-XM_066089310.1	LOC105327823	LOC105327823	XLOC_000496	-	NC_088853.1:26096542-26182639	E_51	C_51	OK	3007.02	5396.48	0.843683	3.2452	5e-05	0.003229	yes
XLOC_000496	TCONS_00001254	-	CUFF.634.1	rna-XM_066089310.1	LOC105327823	LOC105327823	XLOC_000496	-	NC_088853.1:26096542-26182639	E_51	C_51	OK	3007.02	5396.48	0.843683	3.2452	5e-05	0.003229	yes
XLOC_000496	TCONS_00001868	-	CUFF.539.1	rna-XM_066089310.1	LOC105327823	LOC105327823	XLOC_000496	-	NC_088853.1:26096542-26182639	E_51	C_51	OK	3007.02	5396.48	0.843683	3.2452	5e-05	0.003229	yes
XLOC_000496	TCONS_00002490	-	CUFF.447.1	rna-XM_066089308.1	LOC105327823	LOC105327823	XLOC_000496	-	NC_088853.1:26096542-26182639	E_51	C_51	OK	3007.02	5396.48	0.843683	3.2452	5e-05	0.003229	yes
XLOC_000496	TCONS_00003615	-	CUFF.617.1	rna-XM_066089310.1	LOC105327823	LOC105327823	XLOC_000496	-	NC_088853.1:26096542-26182639	E_51	C_51	OK	3007.02	5396.48	0.843683	3.2452	5e-05	0.003229	yes
XLOC_000496	TCONS_00003618	-	CUFF.650.1	rna-XM_066089310.1	LOC105327823	LOC105327823	XLOC_000496	-	NC_088853.1:26096542-26182639	E_51	C_51	OK	3007.02	5396.48	0.843683	3.2452	5e-05	0.003229	yes
XLOC_000496	TCONS_00003619	-	CUFF.634.2	rna-XM_066089310.1	LOC105327823	LOC105327823	XLOC_000496	-	NC_088853.1:26096542-26182639	E_51	C_51	OK	3007.02	5396.48	0.843683	3.2452	5e-05	0.003229	yes
XLOC_000496	TCONS_00004224	-	CUFF.516.1	rna-XM_066089310.1	LOC105327823	LOC105327823	XLOC_000496	-	NC_088853.1:26096542-26182639	E_51	C_51	OK	3007.02	5396.48	0.843683	3.2452	5e-05	0.003229	yes
XLOC_000496	TCONS_00004225	-	CUFF.426.2	rna-XM_066089308.1	LOC105327823	LOC105327823	XLOC_000496	-	NC_088853.1:26096542-26182639	E_51	C_51	OK	3007.02	5396.48	0.843683	3.2452	5e-05	0.003229	yes
XLOC_000496	TCONS_00004514	-	CUFF.523.1	rna-XM_066089310.1	LOC105327823	LOC105327823	XLOC_000496	-	NC_088853.1:26096542-26182639	E_51	C_51	OK	3007.02	5396.48	0.843683	3.2452	5e-05	0.003229	yes
XLOC_000496	TCONS_00004915	-	CUFF.410.1	rna-XM_066089310.1	LOC105327823	LOC105327823	XLOC_000496	-	NC_088853.1:26096542-26182639	E_51	C_51	OK	3007.02	5396.48	0.843683	3.2452	5e-05	0.003229	yes
XLOC_000496	TCONS_00004916	-	CUFF.410.3	rna-XR_010711757.1	LOC105329224	LOC105329224	XLOC_000496	-	NC_088853.1:26096542-26182639	E_51	C_51	OK	3007.02	5396.48	0.843683	3.2452	5e-05	0.003229	yes
XLOC_000496	TCONS_00005161	-	CUFF.492.2	rna-XM_066089310.1	LOC105327823	LOC105327823	XLOC_000496	-	NC_088853.1:26096542-26182639	E_51	C_51	OK	3007.02	5396.48	0.843683	3.2452	5e-05	0.003229	yes
XLOC_000496	TCONS_00005162	-	CUFF.574.1	rna-XM_066089310.1	LOC105327823	LOC105327823	XLOC_000496	-	NC_088853.1:26096542-26182639	E_51	C_51	OK	3007.02	5396.48	0.843683	3.2452	5e-05	0.003229	yes
XLOC_000542	TCONS_00003636	-	CUFF.689.1	rna-XM_066085829.1	LOC105334356	LOC105334356	XLOC_000542	-	NC_088853.1:29572213-29573763	E_51	C_51	OK	0	26.7345	inf	-nan	0.0002	0.0104139	yes
XLOC_000604	TCONS_00002998	-	CUFF.665.1	-	-	-	XLOC_000604	-	NC_088853.1:37421885-37422495	E_51	C_51	OK	8.79286	39.7078	2.17502	2.57016	0.00095	0.0340254	yes
XLOC_000605	TCONS_00002999	-	CUFF.666.1	-	-	-	XLOC_000605	-	NC_088853.1:37433283-37433858	E_51	C_51	OK	56.7263	294.041	2.37393	2.69013	0.00115	0.0390532	yes
XLOC_000606	TCONS_00003665	-	CUFF.738.1	-	-	-	XLOC_000606	-	NC_088853.1:37433982-37434198	E_51	C_51	OK	0	102.788	inf	-nan	5e-05	0.003229	yes
XLOC_000621	TCONS_00003672	-	CUFF.759.1	rna-XM_066067175.1	LOC105332273	LOC105332273	XLOC_000621	-	NC_088853.1:40677522-40677728	E_51	C_51	OK	0	99.952	inf	-nan	5e-05	0.003229	yes
XLOC_000633	TCONS_00003004	-	CUFF.695.1	rna-XM_066067469.1	LOC105327327	LOC105327327	XLOC_000633	-	NC_088853.1:41924659-41925516	E_51	C_51	OK	0	32.0247	inf	-nan	5e-05	0.003229	yes
XLOC_000633	TCONS_00003677	-	CUFF.774.1	rna-XM_066067469.1	LOC105327327	LOC105327327	XLOC_000633	-	NC_088853.1:41924659-41925516	E_51	C_51	OK	0	32.0247	inf	-nan	5e-05	0.003229	yes
XLOC_000650	TCONS_00000307	-	CUFF.606.1	rna-XM_034466360.2	LOC105337260	LOC105337260	XLOC_000650	-	NC_088853.1:42366359-42406183	E_51	C_51	OK	446.97	5453.85	3.60902	4.13969	5e-05	0.003229	yes
XLOC_000650	TCONS_00002518	-	CUFF.512.1	rna-XM_034466360.2	LOC105337260	LOC105337260	XLOC_000650	-	NC_088853.1:42366359-42406183	E_51	C_51	OK	446.97	5453.85	3.60902	4.13969	5e-05	0.003229	yes
XLOC_000650	TCONS_00003686	-	CUFF.792.1	rna-XM_034466360.2	LOC105337260	LOC105337260	XLOC_000650	-	NC_088853.1:42366359-42406183	E_51	C_51	OK	446.97	5453.85	3.60902	4.13969	5e-05	0.003229	yes
XLOC_000692	TCONS_00000337	-	CUFF.1016.2	rna-XM_034465938.2	LOC117680541	LOC117680541	XLOC_000692	-	NC_088853.1:45253010-45262142	E_51	C_51	OK	7955.05	16416.6	1.04521	2.10756	0.00015	0.00823588	yes
XLOC_000692	TCONS_00001297	-	CUFF.665.1	rna-XM_034465938.2	LOC117680541	LOC117680541	XLOC_000692	-	NC_088853.1:45253010-45262142	E_51	C_51	OK	7955.05	16416.6	1.04521	2.10756	0.00015	0.00823588	yes
XLOC_000692	TCONS_00002522	-	CUFF.726.1	rna-XM_020071283.3	LOC105338112	LOC105338112	XLOC_000692	-	NC_088853.1:45253010-45262142	E_51	C_51	OK	7955.05	16416.6	1.04521	2.10756	0.00015	0.00823588	yes
XLOC_000692	TCONS_00002523	-	CUFF.578.2	rna-XM_034465938.2	LOC117680541	LOC117680541	XLOC_000692	-	NC_088853.1:45253010-45262142	E_51	C_51	OK	7955.05	16416.6	1.04521	2.10756	0.00015	0.00823588	yes
XLOC_000692	TCONS_00002524	-	CUFF.580.1	rna-XM_020071283.3	LOC105338112	LOC105338112	XLOC_000692	-	NC_088853.1:45253010-45262142	E_51	C_51	OK	7955.05	16416.6	1.04521	2.10756	0.00015	0.00823588	yes
XLOC_000692	TCONS_00003034	-	CUFF.1016.1	rna-XM_020071283.3	LOC105338112	LOC105338112	XLOC_000692	-	NC_088853.1:45253010-45262142	E_51	C_51	OK	7955.05	16416.6	1.04521	2.10756	0.00015	0.00823588	yes
XLOC_000692	TCONS_00004546	-	CUFF.691.2	rna-XM_020071283.3	LOC105338112	LOC105338112	XLOC_000692	-	NC_088853.1:45253010-45262142	E_51	C_51	OK	7955.05	16416.6	1.04521	2.10756	0.00015	0.00823588	yes
XLOC_000692	TCONS_00004547	-	CUFF.691.1	rna-XM_020071283.3	LOC105338112	LOC105338112	XLOC_000692	-	NC_088853.1:45253010-45262142	E_51	C_51	OK	7955.05	16416.6	1.04521	2.10756	0.00015	0.00823588	yes
XLOC_000692	TCONS_00004548	-	CUFF.730.1	rna-XM_034465938.2	LOC117680541	LOC117680541	XLOC_000692	-	NC_088853.1:45253010-45262142	E_51	C_51	OK	7955.05	16416.6	1.04521	2.10756	0.00015	0.00823588	yes
XLOC_000692	TCONS_00004932	-	CUFF.529.1	rna-XM_034465938.2	LOC117680541	LOC117680541	XLOC_000692	-	NC_088853.1:45253010-45262142	E_51	C_51	OK	7955.05	16416.6	1.04521	2.10756	0.00015	0.00823588	yes
XLOC_000692	TCONS_00004933	-	CUFF.638.1	rna-XM_034465938.2	LOC117680541	LOC117680541	XLOC_000692	-	NC_088853.1:45253010-45262142	E_51	C_51	OK	7955.05	16416.6	1.04521	2.10756	0.00015	0.00823588	yes
XLOC_000692	TCONS_00005180	-	CUFF.642.1	rna-XM_034465938.2	LOC117680541	LOC117680541	XLOC_000692	-	NC_088853.1:45253010-45262142	E_51	C_51	OK	7955.05	16416.6	1.04521	2.10756	0.00015	0.00823588	yes
XLOC_000692	TCONS_00005559	-	CUFF.733.1	rna-XM_034465938.2	LOC117680541	LOC117680541	XLOC_000692	-	NC_088853.1:45253010-45262142	E_51	C_51	OK	7955.05	16416.6	1.04521	2.10756	0.00015	0.00823588	yes
XLOC_000692	TCONS_00005972	-	CUFF.688.1	rna-XM_020071283.3	LOC105338112	LOC105338112	XLOC_000692	-	NC_088853.1:45253010-45262142	E_51	C_51	OK	7955.05	16416.6	1.04521	2.10756	0.00015	0.00823588	yes
XLOC_000737	TCONS_00001929	-	CUFF.910.1	rna-XM_066068305.1	LOC105338096	LOC105338096	XLOC_000737	-	NC_088853.1:45474693-45474869	E_51	C_51	OK	111.277	0	-inf	-nan	5e-05	0.003229	yes
XLOC_000743	TCONS_00000361	-	CUFF.928.1	rna-XM_011452055.4	LOC105344299	LOC105344299	XLOC_000743	-	NC_088853.1:45514743-45517012	E_51	C_51	OK	118.866	57.7158	-1.0423	-1.83983	0.00115	0.0390532	yes
XLOC_000743	TCONS_00001306	-	CUFF.607.1	rna-XM_011452055.4	LOC105344299	LOC105344299	XLOC_000743	-	NC_088853.1:45514743-45517012	E_51	C_51	OK	118.866	57.7158	-1.0423	-1.83983	0.00115	0.0390532	yes
XLOC_000743	TCONS_00001933	-	CUFF.921.1	rna-XM_011452055.4	LOC105344299	LOC105344299	XLOC_000743	-	NC_088853.1:45514743-45517012	E_51	C_51	OK	118.866	57.7158	-1.0423	-1.83983	0.00115	0.0390532	yes
XLOC_000743	TCONS_00002531	-	CUFF.588.1	rna-XM_011452055.4	LOC105344299	LOC105344299	XLOC_000743	-	NC_088853.1:45514743-45517012	E_51	C_51	OK	118.866	57.7158	-1.0423	-1.83983	0.00115	0.0390532	yes
XLOC_000743	TCONS_00002532	-	CUFF.588.2	rna-XM_011452055.4	LOC105344299	LOC105344299	XLOC_000743	-	NC_088853.1:45514743-45517012	E_51	C_51	OK	118.866	57.7158	-1.0423	-1.83983	0.00115	0.0390532	yes
XLOC_000743	TCONS_00004551	-	CUFF.707.1	rna-XM_011452055.4	LOC105344299	LOC105344299	XLOC_000743	-	NC_088853.1:45514743-45517012	E_51	C_51	OK	118.866	57.7158	-1.0423	-1.83983	0.00115	0.0390532	yes
